datetime,Global_active_power,hour,dayofweek,month,is_weekend
2006-12-20 02:00:00,0.7843666666666667,2,2,12,0
2006-12-20 03:00:00,0.3100333333333333,3,2,12,0
2006-12-20 04:00:00,0.289,4,2,12,0
2006-12-20 05:00:00,0.2627,5,2,12,0
2006-12-20 06:00:00,0.28359999999999996,6,2,12,0
2006-12-20 07:00:00,1.5266333333333333,7,2,12,0
2006-12-20 08:00:00,2.9176,8,2,12,0
2006-12-20 09:00:00,1.3855333333333333,9,2,12,0
2006-12-20 10:00:00,1.5103000000000002,10,2,12,0
2006-12-20 11:00:00,2.8924000000000003,11,2,12,0
2006-12-20 12:00:00,1.4210333333333334,12,2,12,0
2006-12-20 13:00:00,1.4284,13,2,12,0
2006-12-20 14:00:00,1.2949,14,2,12,0
2006-12-20 15:00:00,0.2811333333333333,15,2,12,0
2006-12-20 16:00:00,0.46843333333333337,16,2,12,0
2006-12-20 17:00:00,0.5735,17,2,12,0
2006-12-20 18:00:00,2.8368333333333333,18,2,12,0
2006-12-20 19:00:00,3.2486333333333333,19,2,12,0
2006-12-20 20:00:00,3.5754666666666663,20,2,12,0
2006-12-20 21:00:00,3.646066666666667,21,2,12,0
2006-12-20 22:00:00,3.058966666666667,22,2,12,0
2006-12-20 23:00:00,2.3817666666666666,23,2,12,0
2006-12-21 00:00:00,1.5358666666666667,0,3,12,0
2006-12-21 01:00:00,1.3979666666666666,1,3,12,0
2006-12-21 02:00:00,1.2749,2,3,12,0
2006-12-21 03:00:00,0.3026,3,3,12,0
2006-12-21 04:00:00,0.24673333333333333,4,3,12,0
2006-12-21 05:00:00,0.2907,5,3,12,0
2006-12-21 06:00:00,0.29566666666666663,6,3,12,0
2006-12-21 07:00:00,1.2804666666666666,7,3,12,0
2006-12-21 08:00:00,1.5630333333333333,8,3,12,0
2006-12-21 09:00:00,2.5758,9,3,12,0
2006-12-21 10:00:00,1.7677,10,3,12,0
2006-12-21 11:00:00,0.525,11,3,12,0
2006-12-21 12:00:00,0.8191333333333333,12,3,12,0
2006-12-21 13:00:00,1.6882333333333333,13,3,12,0
2006-12-21 14:00:00,1.0239,14,3,12,0
2006-12-21 15:00:00,0.3074,15,3,12,0
2006-12-21 16:00:00,1.3600666666666668,16,3,12,0
2006-12-21 17:00:00,1.7526333333333333,17,3,12,0
2006-12-21 18:00:00,2.4433000000000002,18,3,12,0
2006-12-21 19:00:00,2.1971333333333334,19,3,12,0
2006-12-21 20:00:00,2.4373666666666667,20,3,12,0
2006-12-21 21:00:00,0.9822666666666666,21,3,12,0
2006-12-21 22:00:00,0.28026666666666666,22,3,12,0
2006-12-21 23:00:00,0.2704333333333333,23,3,12,0
2006-12-22 00:00:00,0.2669333333333333,0,4,12,0
2006-12-22 01:00:00,0.272,1,4,12,0
2006-12-22 02:00:00,0.26763333333333333,2,4,12,0
2006-12-22 03:00:00,0.27386666666666665,3,4,12,0
2006-12-22 04:00:00,0.26426666666666665,4,4,12,0
2006-12-22 05:00:00,0.8068333333333334,5,4,12,0
2006-12-22 06:00:00,0.4796333333333333,6,4,12,0
2006-12-22 07:00:00,1.7231999999999998,7,4,12,0
2006-12-22 08:00:00,2.7443999999999997,8,4,12,0
2006-12-22 09:00:00,1.8963,9,4,12,0
2006-12-22 10:00:00,1.3449666666666669,10,4,12,0
2006-12-22 11:00:00,1.2525666666666666,11,4,12,0
2006-12-22 12:00:00,1.2284666666666666,12,4,12,0
2006-12-22 13:00:00,0.6719,13,4,12,0
2006-12-22 14:00:00,0.8155666666666667,14,4,12,0
2006-12-22 15:00:00,1.4516333333333333,15,4,12,0
2006-12-22 16:00:00,1.5712000000000002,16,4,12,0
2006-12-22 17:00:00,1.4968,17,4,12,0
2006-12-22 18:00:00,2.6869666666666663,18,4,12,0
2006-12-22 19:00:00,3.9381666666666666,19,4,12,0
2006-12-22 20:00:00,3.5360666666666662,20,4,12,0
2006-12-22 21:00:00,4.548666666666667,21,4,12,0
2006-12-22 22:00:00,3.0650666666666666,22,4,12,0
2006-12-22 23:00:00,2.4191999999999996,23,4,12,0
2006-12-23 00:00:00,1.6982333333333333,0,5,12,1
2006-12-23 01:00:00,1.7227999999999999,1,5,12,1
2006-12-23 02:00:00,1.7007666666666665,2,5,12,1
2006-12-23 03:00:00,1.7715333333333334,3,5,12,1
2006-12-23 04:00:00,1.8916,4,5,12,1
2006-12-23 05:00:00,2.2291000000000003,5,5,12,1
2006-12-23 06:00:00,1.6493666666666666,6,5,12,1
2006-12-23 07:00:00,4.023366666666666,7,5,12,1
2006-12-23 08:00:00,4.190833333333333,8,5,12,1
2006-12-23 09:00:00,3.2464,9,5,12,1
2006-12-23 10:00:00,2.972166666666667,10,5,12,1
2006-12-23 11:00:00,3.159,11,5,12,1
2006-12-23 12:00:00,2.9288000000000003,12,5,12,1
2006-12-23 13:00:00,3.4063,13,5,12,1
2006-12-23 14:00:00,3.757966666666667,14,5,12,1
2006-12-23 15:00:00,4.0491,15,5,12,1
2006-12-23 16:00:00,4.349100000000001,16,5,12,1
2006-12-23 17:00:00,5.452533333333333,17,5,12,1
2006-12-23 18:00:00,3.8794,18,5,12,1
2006-12-23 19:00:00,4.1178333333333335,19,5,12,1
2006-12-23 20:00:00,4.1814,20,5,12,1
2006-12-23 21:00:00,3.2884333333333333,21,5,12,1
2006-12-23 22:00:00,4.327933333333333,22,5,12,1
2006-12-23 23:00:00,5.5624666666666664,23,5,12,1
2006-12-24 00:00:00,4.0280000000000005,0,6,12,1
2006-12-24 01:00:00,3.2757,1,6,12,1
2006-12-24 02:00:00,2.303033333333333,2,6,12,1
2006-12-24 03:00:00,1.6067666666666667,3,6,12,1
2006-12-24 04:00:00,1.5761,4,6,12,1
2006-12-24 05:00:00,1.6319000000000001,5,6,12,1
2006-12-24 06:00:00,1.8952,6,6,12,1
2006-12-24 07:00:00,1.4764000000000002,7,6,12,1
2006-12-24 08:00:00,1.4277666666666666,8,6,12,1
2006-12-24 09:00:00,2.7256666666666667,9,6,12,1
2006-12-24 10:00:00,2.6753333333333336,10,6,12,1
2006-12-24 11:00:00,2.0929333333333333,11,6,12,1
2006-12-24 12:00:00,1.5,12,6,12,1
2006-12-24 13:00:00,3.2399333333333336,13,6,12,1
2006-12-24 14:00:00,1.3715333333333333,14,6,12,1
2006-12-24 15:00:00,3.0968333333333335,15,6,12,1
2006-12-24 16:00:00,2.0071333333333334,16,6,12,1
2006-12-24 17:00:00,1.6864999999999999,17,6,12,1
2006-12-24 18:00:00,0.5052,18,6,12,1
2006-12-24 19:00:00,0.45403333333333334,19,6,12,1
2006-12-24 20:00:00,0.4741,20,6,12,1
2006-12-24 21:00:00,0.4840333333333333,21,6,12,1
2006-12-24 22:00:00,0.4797666666666666,22,6,12,1
2006-12-24 23:00:00,0.48633333333333334,23,6,12,1
2006-12-25 00:00:00,0.9995666666666667,0,0,12,0
2006-12-25 01:00:00,1.2067666666666665,1,0,12,0
2006-12-25 02:00:00,0.438,2,0,12,0
2006-12-25 03:00:00,0.5899666666666668,3,0,12,0
2006-12-25 04:00:00,0.5786666666666667,4,0,12,0
2006-12-25 05:00:00,0.6201000000000001,5,0,12,0
2006-12-25 06:00:00,0.26406666666666667,6,0,12,0
2006-12-25 07:00:00,0.6768,7,0,12,0
2006-12-25 08:00:00,2.6111,8,0,12,0
2006-12-25 09:00:00,1.4934666666666667,9,0,12,0
2006-12-25 10:00:00,1.9156666666666666,10,0,12,0
2006-12-25 11:00:00,3.0446,11,0,12,0
2006-12-25 12:00:00,2.9126,12,0,12,0
2006-12-25 13:00:00,2.2249333333333334,13,0,12,0
2006-12-25 14:00:00,1.7837333333333334,14,0,12,0
2006-12-25 15:00:00,1.7403333333333333,15,0,12,0
2006-12-25 16:00:00,3.8728333333333333,16,0,12,0
2006-12-25 17:00:00,2.0718,17,0,12,0
2006-12-25 18:00:00,2.4230666666666663,18,0,12,0
2006-12-25 19:00:00,1.6295,19,0,12,0
2006-12-25 20:00:00,1.9771333333333334,20,0,12,0
2006-12-25 21:00:00,3.8368666666666664,21,0,12,0
2006-12-25 22:00:00,4.2148666666666665,22,0,12,0
2006-12-25 23:00:00,2.592233333333333,23,0,12,0
2006-12-26 00:00:00,2.4242666666666666,0,1,12,0
2006-12-26 01:00:00,2.4026333333333336,1,1,12,0
2006-12-26 02:00:00,2.4109333333333334,2,1,12,0
2006-12-26 03:00:00,2.4490666666666665,3,1,12,0
2006-12-26 04:00:00,2.9925,4,1,12,0
2006-12-26 05:00:00,2.3877333333333337,5,1,12,0
2006-12-26 06:00:00,2.3882,6,1,12,0
2006-12-26 07:00:00,3.136066666666667,7,1,12,0
2006-12-26 08:00:00,2.365933333333333,8,1,12,0
2006-12-26 09:00:00,3.5450666666666666,9,1,12,0
2006-12-26 10:00:00,4.0419,10,1,12,0
2006-12-26 11:00:00,2.3735333333333335,11,1,12,0
2006-12-26 12:00:00,2.4647,12,1,12,0
2006-12-26 13:00:00,2.8868,13,1,12,0
2006-12-26 14:00:00,3.8266,14,1,12,0
2006-12-26 15:00:00,2.6296000000000004,15,1,12,0
2006-12-26 16:00:00,3.4507333333333334,16,1,12,0
2006-12-26 17:00:00,3.3423333333333334,17,1,12,0
2006-12-26 18:00:00,3.2466999999999997,18,1,12,0
2006-12-26 19:00:00,3.034,19,1,12,0
2006-12-26 20:00:00,3.479,20,1,12,0
2006-12-26 21:00:00,2.6584,21,1,12,0
2006-12-26 22:00:00,0.8636,22,1,12,0
2006-12-26 23:00:00,0.7682,23,1,12,0
2006-12-27 00:00:00,0.4829666666666667,0,2,12,0
2006-12-27 01:00:00,0.49346666666666666,1,2,12,0
2006-12-27 02:00:00,0.4795,2,2,12,0
2006-12-27 03:00:00,0.4441333333333333,3,2,12,0
2006-12-27 04:00:00,0.47403333333333336,4,2,12,0
2006-12-27 05:00:00,1.0365333333333333,5,2,12,0
2006-12-27 06:00:00,0.4744,6,2,12,0
2006-12-27 07:00:00,2.049866666666667,7,2,12,0
2006-12-27 08:00:00,2.164733333333333,8,2,12,0
2006-12-27 09:00:00,2.3289666666666666,9,2,12,0
2006-12-27 10:00:00,2.3169666666666666,10,2,12,0
2006-12-27 11:00:00,1.3156,11,2,12,0
2006-12-27 12:00:00,1.0784,12,2,12,0
2006-12-27 13:00:00,0.26416666666666666,13,2,12,0
2006-12-27 14:00:00,0.2638333333333333,14,2,12,0
2006-12-27 15:00:00,0.3332,15,2,12,0
2006-12-27 16:00:00,0.2968,16,2,12,0
2006-12-27 17:00:00,0.5012666666666666,17,2,12,0
2006-12-27 18:00:00,1.8244,18,2,12,0
2006-12-27 19:00:00,1.7362666666666666,19,2,12,0
2006-12-27 20:00:00,2.3531,20,2,12,0
2006-12-27 21:00:00,1.3297333333333334,21,2,12,0
2006-12-27 22:00:00,1.0835000000000001,22,2,12,0
2006-12-27 23:00:00,0.35350000000000004,23,2,12,0
2006-12-28 00:00:00,1.0185333333333333,0,3,12,0
2006-12-28 01:00:00,0.27773333333333333,1,3,12,0
2006-12-28 02:00:00,0.31616666666666665,2,3,12,0
2006-12-28 03:00:00,0.2988,3,3,12,0
2006-12-28 04:00:00,0.3101,4,3,12,0
2006-12-28 05:00:00,0.2894,5,3,12,0
2006-12-28 06:00:00,0.29256666666666664,6,3,12,0
2006-12-28 07:00:00,1.0433333333333334,7,3,12,0
2006-12-28 08:00:00,2.5357333333333334,8,3,12,0
2006-12-28 09:00:00,1.3215333333333334,9,3,12,0
2006-12-28 10:00:00,0.32606666666666667,10,3,12,0
2006-12-28 11:00:00,0.2799333333333333,11,3,12,0
2006-12-28 12:00:00,0.271,12,3,12,0
2006-12-28 13:00:00,0.6986333333333333,13,3,12,0
2006-12-28 14:00:00,1.8085666666666667,14,3,12,0
2006-12-28 15:00:00,1.5743333333333334,15,3,12,0
2006-12-28 16:00:00,1.5589666666666666,16,3,12,0
2006-12-28 17:00:00,2.432533333333333,17,3,12,0
2006-12-28 18:00:00,2.5439,18,3,12,0
2006-12-28 19:00:00,2.8485,19,3,12,0
2006-12-28 20:00:00,2.1167666666666665,20,3,12,0
2006-12-28 21:00:00,5.035333333333333,21,3,12,0
2006-12-28 22:00:00,3.2142,22,3,12,0
2006-12-28 23:00:00,2.131333333333333,23,3,12,0
2006-12-29 00:00:00,1.4093333333333333,0,4,12,0
2006-12-29 01:00:00,1.9941666666666669,1,4,12,0
2006-12-29 02:00:00,2.1516333333333337,2,4,12,0
2006-12-29 03:00:00,2.4526666666666666,3,4,12,0
2006-12-29 04:00:00,2.471433333333333,4,4,12,0
2006-12-29 05:00:00,2.3861,5,4,12,0
2006-12-29 06:00:00,2.4389,6,4,12,0
2006-12-29 07:00:00,3.8387666666666664,7,4,12,0
2006-12-29 08:00:00,3.6947666666666668,8,4,12,0
2006-12-29 09:00:00,3.4349,9,4,12,0
2006-12-29 10:00:00,2.4225333333333334,10,4,12,0
2006-12-29 11:00:00,1.3891666666666667,11,4,12,0
2006-12-29 12:00:00,1.5557333333333332,12,4,12,0
2006-12-29 13:00:00,1.7093333333333334,13,4,12,0
2006-12-29 14:00:00,1.4185,14,4,12,0
2006-12-29 15:00:00,0.6281,15,4,12,0
2006-12-29 16:00:00,0.31786666666666663,16,4,12,0
2006-12-29 17:00:00,0.8924,17,4,12,0
2006-12-29 18:00:00,1.8926333333333332,18,4,12,0
2006-12-29 19:00:00,1.7913333333333334,19,4,12,0
2006-12-29 20:00:00,3.4718333333333335,20,4,12,0
2006-12-29 21:00:00,4.313733333333333,21,4,12,0
2006-12-29 22:00:00,3.666033333333333,22,4,12,0
2006-12-29 23:00:00,1.1646666666666665,23,4,12,0
2006-12-30 00:00:00,0.29469999999999996,0,5,12,1
2006-12-30 01:00:00,0.31529999999999997,1,5,12,1
2006-12-30 02:00:00,0.2794333333333333,2,5,12,1
2006-12-30 03:00:00,0.3057666666666667,3,5,12,1
2006-12-30 04:00:00,0.30093333333333333,4,5,12,1
2006-12-30 05:00:00,0.2778333333333334,5,5,12,1
2006-12-30 06:00:00,0.9067666666666666,6,5,12,1
2006-12-30 07:00:00,0.25656666666666667,7,5,12,1
2006-12-30 08:00:00,1.5167333333333335,8,5,12,1
2006-12-30 09:00:00,3.2357666666666662,9,5,12,1
2006-12-30 10:00:00,4.726533333333333,10,5,12,1
2006-12-30 11:00:00,3.8858666666666664,11,5,12,1
2006-12-30 12:00:00,3.1451,12,5,12,1
2006-12-30 13:00:00,2.2929666666666666,13,5,12,1
2006-12-30 14:00:00,1.7899333333333334,14,5,12,1
2006-12-30 15:00:00,2.4495333333333336,15,5,12,1
2006-12-30 16:00:00,3.955566666666667,16,5,12,1
2006-12-30 17:00:00,2.581166666666667,17,5,12,1
2006-12-30 18:00:00,3.8627,18,5,12,1
2006-12-30 19:00:00,3.753033333333333,19,5,12,1
2006-12-30 20:00:00,3.0760666666666667,20,5,12,1
2006-12-30 21:00:00,2.038,21,5,12,1
2006-12-30 22:00:00,0.7491333333333333,22,5,12,1
2006-12-30 23:00:00,0.7102,23,5,12,1
2006-12-31 00:00:00,0.6762333333333334,0,6,12,1
2006-12-31 01:00:00,0.7161666666666666,1,6,12,1
2006-12-31 02:00:00,0.7219333333333334,2,6,12,1
2006-12-31 03:00:00,0.7785666666666666,3,6,12,1
2006-12-31 04:00:00,1.2777666666666667,4,6,12,1
2006-12-31 05:00:00,1.0507666666666666,5,6,12,1
2006-12-31 06:00:00,2.5013666666666667,6,6,12,1
2006-12-31 07:00:00,3.3645,7,6,12,1
2006-12-31 08:00:00,4.0845666666666665,8,6,12,1
2006-12-31 09:00:00,2.7232,9,6,12,1
2006-12-31 10:00:00,2.914933333333333,10,6,12,1
2006-12-31 11:00:00,3.3594999999999997,11,6,12,1
2006-12-31 12:00:00,3.8529666666666667,12,6,12,1
2006-12-31 13:00:00,3.6025666666666667,13,6,12,1
2006-12-31 14:00:00,3.0812999999999997,14,6,12,1
2006-12-31 15:00:00,2.4882666666666666,15,6,12,1
2006-12-31 16:00:00,2.838,16,6,12,1
2006-12-31 17:00:00,2.7502666666666666,17,6,12,1
2006-12-31 18:00:00,2.4104666666666663,18,6,12,1
2006-12-31 19:00:00,2.434266666666667,19,6,12,1
2006-12-31 20:00:00,2.4249333333333336,20,6,12,1
2006-12-31 21:00:00,2.443633333333333,21,6,12,1
2006-12-31 22:00:00,2.636,22,6,12,1
2006-12-31 23:00:00,3.104433333333333,23,6,12,1
2007-01-01 00:00:00,2.5506333333333333,0,0,1,0
2007-01-01 01:00:00,2.5234,1,0,1,0
2007-01-01 02:00:00,2.582333333333333,2,0,1,0
2007-01-01 03:00:00,2.5416666666666665,3,0,1,0
2007-01-01 04:00:00,2.4757333333333333,4,0,1,0
2007-01-01 05:00:00,2.4762333333333335,5,0,1,0
2007-01-01 06:00:00,2.4558000000000004,6,0,1,0
2007-01-01 07:00:00,2.4472,7,0,1,0
2007-01-01 08:00:00,2.441733333333333,8,0,1,0
2007-01-01 09:00:00,3.1461333333333332,9,0,1,0
2007-01-01 10:00:00,2.6617333333333333,10,0,1,0
2007-01-01 11:00:00,2.576,11,0,1,0
2007-01-01 12:00:00,2.615866666666667,12,0,1,0
2007-01-01 13:00:00,2.1624,13,0,1,0
2007-01-01 14:00:00,1.2944,14,0,1,0
2007-01-01 15:00:00,1.9091666666666667,15,0,1,0
2007-01-01 16:00:00,1.3901000000000001,16,0,1,0
2007-01-01 17:00:00,1.6320666666666668,17,0,1,0
2007-01-01 18:00:00,1.4619,18,0,1,0
2007-01-01 19:00:00,0.7323000000000001,19,0,1,0
2007-01-01 20:00:00,0.4123,20,0,1,0
2007-01-01 21:00:00,0.43393333333333334,21,0,1,0
2007-01-01 22:00:00,0.4437333333333333,22,0,1,0
2007-01-01 23:00:00,0.4499666666666667,23,0,1,0
2007-01-02 00:00:00,0.44643333333333335,0,1,1,0
2007-01-02 01:00:00,0.43673333333333336,1,1,1,0
2007-01-02 02:00:00,0.43156666666666665,2,1,1,0
2007-01-02 03:00:00,0.46416666666666667,3,1,1,0
2007-01-02 04:00:00,1.0399666666666667,4,1,1,0
2007-01-02 05:00:00,0.7106,5,1,1,0
2007-01-02 06:00:00,0.4469666666666667,6,1,1,0
2007-01-02 07:00:00,0.4125666666666667,7,1,1,0
2007-01-02 08:00:00,0.45439999999999997,8,1,1,0
2007-01-02 09:00:00,0.41763333333333336,9,1,1,0
2007-01-02 10:00:00,0.4459,10,1,1,0
2007-01-02 11:00:00,0.4327666666666667,11,1,1,0
2007-01-02 12:00:00,0.42596666666666666,12,1,1,0
2007-01-02 13:00:00,0.45899999999999996,13,1,1,0
2007-01-02 14:00:00,0.43843333333333334,14,1,1,0
2007-01-02 15:00:00,1.4381,15,1,1,0
2007-01-02 16:00:00,1.4590666666666665,16,1,1,0
2007-01-02 17:00:00,2.1362,17,1,1,0
2007-01-02 18:00:00,1.9720666666666666,18,1,1,0
2007-01-02 19:00:00,1.5183,19,1,1,0
2007-01-02 20:00:00,2.5735333333333332,20,1,1,0
2007-01-02 21:00:00,1.3214333333333335,21,1,1,0
2007-01-02 22:00:00,0.5282333333333333,22,1,1,0
2007-01-02 23:00:00,0.7439,23,1,1,0
2007-01-03 00:00:00,1.1254333333333333,0,2,1,0
2007-01-03 01:00:00,0.9007000000000001,1,2,1,0
2007-01-03 02:00:00,0.30483333333333335,2,2,1,0
2007-01-03 03:00:00,0.33330000000000004,3,2,1,0
2007-01-03 04:00:00,0.29883333333333334,4,2,1,0
2007-01-03 05:00:00,0.9516333333333333,5,2,1,0
2007-01-03 06:00:00,0.3343333333333333,6,2,1,0
2007-01-03 07:00:00,0.3017,7,2,1,0
2007-01-03 08:00:00,0.3196,8,2,1,0
2007-01-03 09:00:00,0.6024999999999999,9,2,1,0
2007-01-03 10:00:00,0.8742333333333333,10,2,1,0
2007-01-03 11:00:00,0.9763999999999999,11,2,1,0
2007-01-03 12:00:00,1.3977666666666666,12,2,1,0
2007-01-03 13:00:00,1.4199333333333333,13,2,1,0
2007-01-03 14:00:00,1.0903666666666667,14,2,1,0
2007-01-03 15:00:00,0.302,15,2,1,0
2007-01-03 16:00:00,0.36766666666666664,16,2,1,0
2007-01-03 17:00:00,0.28513333333333335,17,2,1,0
2007-01-03 18:00:00,0.3612,18,2,1,0
2007-01-03 19:00:00,0.289,19,2,1,0
2007-01-03 20:00:00,0.32626666666666665,20,2,1,0
2007-01-03 21:00:00,1.1154333333333333,21,2,1,0
2007-01-03 22:00:00,0.9540333333333333,22,2,1,0
2007-01-03 23:00:00,1.6686,23,2,1,0
2007-01-04 00:00:00,3.3750666666666667,0,3,1,0
2007-01-04 01:00:00,2.896733333333333,1,3,1,0
2007-01-04 02:00:00,2.3873333333333333,2,3,1,0
2007-01-04 03:00:00,2.3620333333333337,3,3,1,0
2007-01-04 04:00:00,2.370033333333333,4,3,1,0
2007-01-04 05:00:00,2.3451999999999997,5,3,1,0
2007-01-04 06:00:00,2.3587333333333333,6,3,1,0
2007-01-04 07:00:00,2.3262333333333336,7,3,1,0
2007-01-04 08:00:00,2.4038,8,3,1,0
2007-01-04 09:00:00,2.6670666666666665,9,3,1,0
2007-01-04 10:00:00,1.8980333333333335,10,3,1,0
2007-01-04 11:00:00,2.006333333333333,11,3,1,0
2007-01-04 12:00:00,4.066566666666667,12,3,1,0
2007-01-04 13:00:00,3.5450666666666666,13,3,1,0
2007-01-04 14:00:00,2.0132,14,3,1,0
2007-01-04 15:00:00,0.8793000000000001,15,3,1,0
2007-01-04 16:00:00,3.2898,16,3,1,0
2007-01-04 17:00:00,2.7413000000000003,17,3,1,0
2007-01-04 18:00:00,2.6055,18,3,1,0
2007-01-04 19:00:00,2.8540666666666668,19,3,1,0
2007-01-04 20:00:00,1.4985333333333335,20,3,1,0
2007-01-04 21:00:00,0.4788,21,3,1,0
2007-01-04 22:00:00,0.4196666666666667,22,3,1,0
2007-01-04 23:00:00,0.5351333333333332,23,3,1,0
2007-01-05 00:00:00,1.9680333333333333,0,4,1,0
2007-01-05 01:00:00,2.3868333333333336,1,4,1,0
2007-01-05 02:00:00,2.3947333333333334,2,4,1,0
2007-01-05 03:00:00,2.4157,3,4,1,0
2007-01-05 04:00:00,2.3970333333333333,4,4,1,0
2007-01-05 05:00:00,2.407366666666667,5,4,1,0
2007-01-05 06:00:00,2.3678000000000003,6,4,1,0
2007-01-05 07:00:00,2.3515333333333337,7,4,1,0
2007-01-05 08:00:00,2.316933333333333,8,4,1,0
2007-01-05 09:00:00,2.3642,9,4,1,0
2007-01-05 10:00:00,2.6560333333333332,10,4,1,0
2007-01-05 11:00:00,0.35583333333333333,11,4,1,0
2007-01-05 12:00:00,0.3544,12,4,1,0
2007-01-05 13:00:00,0.34176666666666666,13,4,1,0
2007-01-05 14:00:00,0.37733333333333335,14,4,1,0
2007-01-05 15:00:00,0.4778333333333334,15,4,1,0
2007-01-05 16:00:00,0.8364999999999999,16,4,1,0
2007-01-05 17:00:00,2.240733333333333,17,4,1,0
2007-01-05 18:00:00,2.3996,18,4,1,0
2007-01-05 19:00:00,2.0389,19,4,1,0
